Date,KO,PEP
2015-01-05 00:00:00+00:00,0.0,-0.007517990958472831
2015-01-06 00:00:00+00:00,0.0075937280365225845,-0.007575020681087619
2015-01-07 00:00:00+00:00,0.012482397678335255,0.029241037614097243
2015-01-08 00:00:00+00:00,0.012095757682346608,0.018174279632217738
2015-01-09 00:00:00+00:00,-0.011031936583614566,-0.006770656948920095
2015-01-12 00:00:00+00:00,-0.009063430181552312,-0.0041313935874787155
2015-01-13 00:00:00+00:00,-0.00023448221567357042,-0.0007259873071308043
2015-01-14 00:00:00+00:00,-0.0016420289249435838,0.0033212215868398953
2015-01-15 00:00:00+00:00,-0.004229330342285675,0.0
2015-01-16 00:00:00+00:00,0.003539351283652792,0.006413600479214576
2015-01-20 00:00:00+00:00,0.01481309866441638,0.0022612932329413304
2015-01-21 00:00:00+00:00,0.004633937989956705,-0.0011280956613854976
2015-01-22 00:00:00+00:00,0.009686304497999565,0.015400410436353651
2015-01-23 00:00:00+00:00,-0.01073543670878574,-0.003741180393058041
2015-01-26 00:00:00+00:00,-0.00715773178160628,0.001623908089837256
2015-01-27 00:00:00+00:00,-0.014186060705850267,-0.019961507467514017
2015-01-28 00:00:00+00:00,-0.011087549598264412,-0.010339123111859028
2015-01-29 00:00:00+00:00,0.004293900597283962,0.0032385870731341804
2015-01-30 00:00:00+00:00,-0.022090269332134427,-0.023430178367190413
2015-02-02 00:00:00+00:00,0.01020165174453136,0.016528077115948836
2015-02-03 00:00:00+00:00,0.0009617916657991277,0.009126141828144974
2015-02-04 00:00:00+00:00,0.0012010385726086703,0.004158020151436181
2015-02-05 00:00:00+00:00,0.00263917009467729,0.00010354178455962426
2015-02-06 00:00:00+00:00,-0.008135921156717685,0.0010350737344926308
2015-02-09 00:00:00+00:00,-0.0053076288698123975,-0.0076517203058100725
2015-02-10 00:00:00+00:00,0.028377443527352497,0.021048208996277795
2015-02-11 00:00:00+00:00,-0.0007076083234531794,0.024594384270320013
2015-02-12 00:00:00+00:00,-0.004720339107418425,-0.001294869331042725
