Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-09-16 00:00:00-04:00,76.80755838280218,77.05840207711749,76.03831374309145,76.68213653564453,2219300,0.0,0.0
2019-09-17 00:00:00-04:00,76.73227615236408,77.58513931433498,76.67374682785376,77.53497314453125,2788100,0.0,0.0
2019-09-18 00:00:00-04:00,77.88614479967086,77.8945079539166,77.12525724374753,77.7774429321289,2969500,0.0,0.0
2019-09-19 00:00:00-04:00,77.96139816431553,78.07845681306293,77.78581019119443,77.9112319946289,1200200,0.0,0.0
2019-09-20 00:00:00-04:00,78.03665379806337,78.22896170134071,77.62694214822957,77.9112319946289,3147400,0.0,0.0
2019-09-23 00:00:00-04:00,77.71892650270466,78.46308787357651,77.71892650270466,78.0951919555664,1610400,0.0,0.0
2019-09-24 00:00:00-04:00,78.38784269363855,79.34103835045568,78.1788084464555,79.09019470214844,2195900,0.0,0.0
2019-09-25 00:00:00-04:00,79.09853582849256,79.26576700719482,78.49651634359876,78.78916931152344,2354300,0.0,0.0
2019-09-26 00:00:00-04:00,78.5132625616067,79.04002655486461,78.37947758471775,78.83935546875,3104900,0.0,0.0
2019-09-27 00:00:00-04:00,79.23233248205477,79.33266482488814,78.33766627622113,78.76409149169922,2178500,0.0,0.0
2019-09-30 00:00:00-04:00,78.47144796136347,79.15707997443671,78.21224755984137,78.3376693725586,2048200,0.0,0.0
2019-10-01 00:00:00-04:00,78.04501924016324,78.23733354401433,77.67712332291124,77.94468688964844,2926400,0.0,0.0
2019-10-02 00:00:00-04:00,77.98649028756023,78.01157975452925,76.65703560304158,77.03329467773438,2495300,0.0,0.0
2019-10-03 00:00:00-04:00,77.13360956552866,77.40953620392955,76.83259984713072,77.34264373779297,2473700,0.0,0.0
2019-10-04 00:00:00-04:00,77.55169660503763,78.45472597791998,77.21724057294584,78.2707748413086,2873000,0.0,0.0
2019-10-07 00:00:00-04:00,78.11190491800396,78.65539515972063,77.73564587793292,78.35438537597656,2234200,0.0,0.0
2019-10-08 00:00:00-04:00,78.47981815989047,78.55506742674305,77.39283752441406,77.39283752441406,2013400,0.0,0.0
2019-10-09 00:00:00-04:00,77.5767879684852,77.95305343694264,77.32595070206582,77.660400390625,1752600,0.0,0.0
2019-10-10 00:00:00-04:00,77.32593585766288,77.82761667341195,77.01656293799574,77.43463134765625,1739900,0.0,0.0
2019-10-11 00:00:00-04:00,77.35937481497413,77.70219396892412,76.96639587301692,77.20886993408203,1818000,0.0,0.0
2019-10-14 00:00:00-04:00,77.51825753646557,77.63531620164608,76.77409614529563,76.9496841430664,1504300,0.0,0.0
2019-10-15 00:00:00-04:00,77.22560628253093,77.43464051210054,76.64866976756893,76.70719909667969,1546400,0.0,0.0
2019-10-16 00:00:00-04:00,76.70720646094712,77.48481412476892,76.3811135418495,77.42628479003906,2180100,0.0,0.0
2019-10-17 00:00:00-04:00,77.34265850436303,78.05337354991089,77.267409250005,77.76072692871094,1904800,0.0,0.0
2019-10-18 00:00:00-04:00,77.59350782491676,78.83098687975684,77.48480594388165,78.71392822265625,2482100,0.0,0.0
2019-10-21 00:00:00-04:00,78.63032004935742,79.04838852704697,78.17044217221142,78.99822235107422,2123200,0.0,0.0
2019-10-22 00:00:00-04:00,79.1821615043597,79.1821615043597,78.50489265990808,78.7222900390625,2255400,0.0,0.0
2019-10-23 00:00:00-04:00,78.92297331188885,79.51662983437683,78.78083154859297,78.96478271484375,2369600,0.0,0.0
2019-10-24 00:00:00-04:00,79.24070020692979,80.45310267717502,79.24070020692979,80.0350341796875,2809200,0.0,0.0
2019-10-25 00:00:00-04:00,80.00993781292495,80.06846713769154,78.61358441483392,78.88951110839844,2454300,0.0,0.0
2019-10-28 00:00:00-04:00,78.3460344980631,78.67212741834888,77.66040241192135,78.07011413574219,2566400,0.0,0.0
2019-10-29 00:00:00-04:00,77.88613499226506,78.11188909473263,77.64365458341216,77.9028549194336,2068800,0.0,0.0
2019-10-30 00:00:00-04:00,78.07011973325322,79.06511849862603,78.07011973325322,78.68049621582031,1381300,0.0,0.0
2019-10-31 00:00:00-04:00,78.91459521917152,79.14035574564717,78.30421887855996,78.92295837402344,2309000,0.0,0.0
2019-11-01 00:00:00-04:00,79.19889534230472,79.41629274212224,78.15372412289977,78.22897338867188,1923900,0.0,0.0
2019-11-04 00:00:00-05:00,78.24568391867062,78.37110571554587,77.16706667229168,77.59349822998047,2983300,0.0,0.0
2019-11-05 00:00:00-05:00,77.18380155149374,77.38447901705086,76.10518409619473,76.42292022705078,2196600,0.0,0.0
2019-11-06 00:00:00-05:00,76.69884083551281,77.11690928655749,76.39783104042318,76.90787506103516,2394300,0.0,0.0
2019-11-07 00:00:00-05:00,76.37708982179198,76.52874894197893,74.70041863560442,75.27334594726562,4086700,0.7,0.0
2019-11-08 00:00:00-05:00,74.83520776529373,75.34916320966957,74.4223605229414,75.04584503173828,3016100,0.0,0.0
2019-11-11 00:00:00-05:00,75.19750192969457,75.34916101424136,74.70040108087616,74.79307556152344,2113400,0.0,0.0
2019-11-12 00:00:00-05:00,74.78464680285808,74.9531540220556,74.2875395783902,74.56558227539062,1966600,0.0,0.0
2019-11-13 00:00:00-05:00,74.87733455957137,75.93052084635882,74.67511816424812,75.71145629882812,4140200,0.0,0.0
2019-11-14 00:00:00-05:00,75.89680452496083,76.30965167558493,75.36599461744919,75.49237823486328,2668200,0.0,0.0
2019-11-15 00:00:00-05:00,75.4334037601272,75.6524682791508,74.79306478120957,75.45867919921875,3601300,0.0,0.0
2019-11-18 00:00:00-05:00,75.81256349772315,76.66353337797656,75.53452077892089,75.95579528808594,2789900,0.0,0.0
2019-11-19 00:00:00-05:00,75.71146578548554,76.90788401443412,75.47555305618748,76.39392852783203,3787700,0.0,0.0
2019-11-20 00:00:00-05:00,76.52030888601065,77.21119888981187,76.30967161133785,77.05953979492188,2136400,0.0,0.0
2019-11-21 00:00:00-05:00,77.00899215892179,77.1353758146919,76.24226936121889,76.73094940185547,1859500,0.0,0.0
2019-11-22 00:00:00-05:00,76.76464153140591,77.32914783061827,76.09902703592046,77.12693786621094,2596600,0.0,0.0
2019-11-25 00:00:00-05:00,77.1690587591768,77.25331880052458,76.36863979148205,76.57927703857422,2502800,0.0,0.0
2019-11-26 00:00:00-05:00,76.62139824954437,77.35441167113662,76.57926823371446,77.09322357177734,2943100,0.0,0.0
2019-11-27 00:00:00-05:00,77.13535582414798,77.22803671915072,76.62982133208277,77.16905212402344,1488900,0.0,0.0
2019-11-29 00:00:00-05:00,77.27016843665376,77.59033474425591,76.89102395585809,76.96685028076172,754500,0.0,0.0
2019-12-02 00:00:00-05:00,76.69723462750912,76.82361826344338,76.00634470295907,76.06532287597656,2341800,0.0,0.0
2019-12-03 00:00:00-05:00,76.28438299901715,76.89101927386237,76.11586935148328,76.57084655761719,2096800,0.0,0.0
2019-12-04 00:00:00-05:00,76.54556410283573,77.64088021294612,76.54556410283573,77.5397720336914,2792400,0.0,0.0
2019-12-05 00:00:00-05:00,77.3881213370456,77.97790947085707,77.23646226585277,77.9020767211914,1536500,0.0,0.0
2019-12-06 00:00:00-05:00,77.68300752094987,78.18011472425847,77.49765215897757,77.84309387207031,1379300,0.0,0.0
2019-12-09 00:00:00-05:00,77.75041441885398,77.80096529777131,77.329139952841,77.39654541015625,1705700,0.0,0.0
