Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2019-09-13 00:00:00-04:00,,,,,0,0.84,0.0
2019-09-16 00:00:00-04:00,28.12074851989746,28.575734208360892,28.025677579454342,28.17507625185858,16502700,0.0,0.0
2019-09-17 00:00:00-04:00,28.052839279174805,28.385587545030663,28.005303812623968,28.181863746885842,11659500,0.0,0.0
2019-09-18 00:00:00-04:00,27.73366928100586,28.10037365776201,27.672551884879837,27.896649867504774,13290500,0.0,0.0
2019-09-19 00:00:00-04:00,27.24472999572754,27.869485885737188,26.687883762506186,27.74725109400679,22526700,0.0,0.0
2019-09-20 00:00:00-04:00,27.71329116821289,28.05962127123513,27.1292812069902,27.455239712919344,31224800,0.0,0.0
2019-09-23 00:00:00-04:00,27.760833740234375,28.256562590356054,27.516364150478235,27.591063479624676,10826000,0.0,0.0
2019-09-24 00:00:00-04:00,27.658971786499023,27.978140719696956,27.557111179864098,27.8219523837991,11577900,0.0,0.0
2019-09-25 00:00:00-04:00,27.543529510498047,28.28372799059529,26.78295683648835,28.1682828600538,26028300,0.0,0.0
2019-09-26 00:00:00-04:00,27.611434936523438,27.699716196912345,26.973099692568724,27.000260965351895,11894400,0.0,0.0
2019-09-27 00:00:00-04:00,27.251522064208984,27.65896964010736,27.020634413736307,27.6114341759355,8618500,0.0,0.0
2019-09-30 00:00:00-04:00,27.7744083404541,27.90343277188357,27.29905121812715,27.33300474318881,9891900,0.0,0.0
2019-10-01 00:00:00-04:00,27.950973510742188,27.964555441432847,27.645386546423353,27.862692256497102,7696100,0.0,0.0
2019-10-02 00:00:00-04:00,27.305849075317383,27.8287418076313,27.23794200483035,27.821952136778073,9586900,0.0,0.0
2019-10-03 00:00:00-04:00,27.71329116821289,27.7744085499801,27.251515970524622,27.299051424067127,11412600,0.0,0.0
2019-10-04 00:00:00-04:00,28.28372573852539,28.290515408963095,27.536735056439642,27.54352731736588,12485900,0.0,0.0
2019-10-07 00:00:00-04:00,28.63684844970703,28.90169225199993,28.41954270717603,28.49424204188771,16154000,0.0,0.0
2019-10-08 00:00:00-04:00,28.521400451660156,28.95601185358828,28.521400451660156,28.73191648280772,9985000,0.0,0.0
2019-10-09 00:00:00-04:00,28.83378028869629,28.847362220332318,28.30409790733416,28.61647456349703,7764100,0.0,0.0
2019-10-10 00:00:00-04:00,29.18690299987793,29.567189317610005,28.97638694337629,29.098621738701294,10563700,0.0,0.0
2019-10-11 00:00:00-04:00,28.908477783203125,29.472116253136672,28.799824927497532,29.28197181278557,7714800,0.0,0.0
2019-10-14 00:00:00-04:00,29.010347366333008,29.06467251092176,28.779459673230583,28.874530619127643,6743000,0.0,0.0
2019-10-15 00:00:00-04:00,29.492490768432617,29.587561702758645,29.023925767616333,29.03071543843019,7003900,0.0,0.0
2019-10-16 00:00:00-04:00,29.54681968688965,29.689428697114018,29.404213267154287,29.50607647581612,7916800,0.0,0.0
2019-10-17 00:00:00-04:00,30.0697078704834,30.0697078704834,29.560397086278794,29.811658938304863,9255800,0.0,0.0
2019-10-18 00:00:00-04:00,30.103662490844727,30.266640482972406,29.974635440714458,30.069706367870353,13209800,0.0,0.0
2019-10-21 00:00:00-04:00,30.938934326171875,30.96609560006386,30.22589713386706,30.25306099824773,10422000,0.0,0.0
2019-10-22 00:00:00-04:00,31.468612670898438,31.48219460133722,30.6672969084287,30.938930336227656,9921700,0.0,0.0
2019-10-23 00:00:00-04:00,31.74704360961914,31.780997148857836,31.285268222603744,31.5093662444593,9323100,0.0,0.0
2019-10-24 00:00:00-04:00,31.88964080810547,31.998293656546664,31.488982943762018,31.753824099931915,7872800,0.0,0.0
2019-10-25 00:00:00-04:00,31.780988693237305,32.02545825549493,31.604428781878074,31.69949970264753,6805200,0.0,0.0
2019-10-28 00:00:00-04:00,31.23093605041504,31.747036465982966,31.20377218894083,31.6859190729102,12435400,0.0,0.0
2019-10-29 00:00:00-04:00,31.495777130126953,31.495777130126953,30.735204554035995,30.966092194904963,9042500,0.0,0.0
