Date,Close,High,Low,Open,Volume,Dividends,Stock Splits
2019-09-13 00:00:00-04:00,,,,,0,0.14,0.0
2019-09-16 00:00:00-04:00,88.01094055175781,88.16591965399412,87.361951242703,87.44912560205542,1480700,0.0,0.0
2019-09-17 00:00:00-04:00,87.5556869506836,87.8947107037568,87.1972861887699,87.74941269810726,1043100,0.0,0.0
2019-09-18 00:00:00-04:00,87.19728088378906,87.3910140095898,86.02522318580628,87.0713598946409,793700,0.0,0.0
2019-09-19 00:00:00-04:00,87.3813247680664,87.95282824664993,86.92606116398201,87.18759903406426,1040100,0.0,0.0
2019-09-20 00:00:00-04:00,87.06169128417969,88.29187289607754,86.36427404242835,87.84629769016773,2180300,0.0,0.0
2019-09-23 00:00:00-04:00,86.6451644897461,87.25541466932091,86.01555208058294,86.56767862057295,1041600,0.0,0.0
2019-09-24 00:00:00-04:00,87.06169128417969,88.18532150008119,86.56768832837642,86.9260817602143,1795500,0.0,0.0
2019-09-25 00:00:00-04:00,87.67192077636719,87.8365883893175,85.8702433671755,86.69358882209012,778200,0.0,0.0
2019-09-26 00:00:00-04:00,87.34259796142578,87.85597792416505,87.0616904102701,87.60413589085145,763100,0.0,0.0
2019-09-27 00:00:00-04:00,88.50497436523438,88.98929619791893,87.59444695493472,88.14657354858852,1380400,0.0,0.0
2019-09-30 00:00:00-04:00,88.94084930419922,89.10551693191003,87.97220576684563,88.3306065361254,1128400,0.0,0.0
2019-10-01 00:00:00-04:00,86.01555633544922,89.94824706429367,85.78307654593797,89.34768535996945,2164300,0.0,0.0
2019-10-02 00:00:00-04:00,83.59395599365234,84.91131204409055,82.50907236677232,84.61102746557259,1492100,0.0,0.0
2019-10-03 00:00:00-04:00,84.6497573852539,84.67881550868988,82.51874457809443,83.30334347152034,791500,0.0,0.0
2019-10-04 00:00:00-04:00,86.04460144042969,86.1124061879018,84.57225922365932,84.90160184721185,724700,0.0,0.0
2019-10-07 00:00:00-04:00,85.24063873291016,86.2383404811077,84.87255681702267,85.89931669145285,837600,0.0,0.0
2019-10-08 00:00:00-04:00,83.28397369384766,84.38822672329147,83.26459668481819,84.38822672329147,1029900,0.0,0.0
2019-10-09 00:00:00-04:00,84.20418548583984,84.5819558853571,83.56487718501747,84.0007712238047,861000,0.0,0.0
2019-10-10 00:00:00-04:00,85.19220733642578,85.5409196468578,84.01046827347804,84.14607779529442,675900,0.0,0.0
2019-10-11 00:00:00-04:00,85.73463439941406,87.24571582661997,85.64745264544898,86.07365813113807,1214600,0.0,0.0
2019-10-14 00:00:00-04:00,85.58935546875,85.92837927599476,84.93067747603244,85.1922080158599,688800,0.0,0.0
2019-10-15 00:00:00-04:00,86.26739501953125,86.92607295067994,85.34718657300127,85.8411968689038,714700,0.0,0.0
2019-10-16 00:00:00-04:00,85.76371002197266,86.51925088975435,85.42468622106607,86.04461756848514,666600,0.0,0.0
2019-10-17 00:00:00-04:00,85.73463439941406,87.53631181961946,85.70557627814674,86.44173998412941,779200,0.0,0.0
2019-10-18 00:00:00-04:00,85.57965850830078,86.08335730658769,85.29875098428771,85.70558690295451,1299700,0.0,0.0
2019-10-21 00:00:00-04:00,85.46344757080078,86.52895429577158,85.26971437251872,86.03494387785966,2047900,0.0,0.0
2019-10-22 00:00:00-04:00,85.60871124267578,86.40299862980935,85.12438948490743,85.51184836915482,1883200,0.0,0.0
2019-10-23 00:00:00-04:00,86.20928192138672,86.2286515420563,85.28907344121292,85.70559049217002,928500,0.0,0.0
2019-10-24 00:00:00-04:00,86.32550811767578,86.7032784771844,85.90899113281203,86.55798047964343,406700,0.0,0.0
2019-10-25 00:00:00-04:00,87.13919067382812,87.91410862821037,86.05430701572604,86.4514544996424,898900,0.0,0.0
2019-10-28 00:00:00-04:00,87.56538391113281,88.34029436582274,87.55569540577696,87.64287717365109,1155200,0.0,0.0
2019-10-29 00:00:00-04:00,88.75680541992188,89.39611370727525,87.13917247246289,87.13917247246289,1444000,0.0,0.0
2019-10-30 00:00:00-04:00,88.44685363769531,88.75681932523203,87.61381946678448,88.75681932523203,1080400,0.0,0.0
2019-10-31 00:00:00-04:00,88.77619171142578,91.05250280347987,88.10782523024972,90.85877703017658,1998500,0.0,0.0
2019-11-01 00:00:00-04:00,91.24620819091797,91.24620819091797,88.96989760742815,89.58014769830649,1109500,0.0,0.0
2019-11-04 00:00:00-05:00,92.62171173095703,92.81543751170453,91.48839300407323,91.76930055927248,1758600,0.0,0.0
2019-11-05 00:00:00-05:00,93.23194885253906,93.83251056015226,92.51515463969804,92.5248357550241,1624400,0.0,0.0
2019-11-06 00:00:00-05:00,93.34817504882812,93.45472642309318,92.46670593266506,93.42566091088729,1198700,0.0,0.0
2019-11-07 00:00:00-05:00,93.18350982666016,94.24902368121343,93.02853069610227,94.09403716049147,1032200,0.0,0.0
2019-11-08 00:00:00-05:00,93.51284790039062,93.54190602405939,92.55389286850288,92.84448149535423,606100,0.0,0.0
2019-11-11 00:00:00-05:00,93.33848571777344,93.46440670889679,92.69917747784741,92.69917747784741,431000,0.0,0.0
2019-11-12 00:00:00-05:00,93.23194885253906,94.0262363289749,93.14477447361818,93.54191451675392,1456200,0.0,0.0
2019-11-13 00:00:00-05:00,93.03822326660156,93.59034983801222,92.34079867320612,92.58295957979263,954300,0.0,0.0
2019-11-14 00:00:00-05:00,93.95841979980469,94.46211116973997,92.78636204788447,92.80573166627437,1113800,0.0,0.0
2019-11-15 00:00:00-05:00,95.09173583984375,95.16922909773568,94.27807880246999,94.33619505080702,1325400,0.0,0.0
2019-11-18 00:00:00-05:00,94.30715942382812,95.06270039310088,93.97781669430388,94.76242318484263,897200,0.0,0.0
2019-11-19 00:00:00-05:00,96.07008361816406,96.11851875981314,94.5686829090232,95.01425812956754,1706700,0.0,0.0
2019-11-20 00:00:00-05:00,95.40170288085938,95.98288754324759,94.2683916806778,95.59543602843141,1367600,0.0,0.0
2019-11-21 00:00:00-05:00,94.80113983154297,95.63417381365346,94.21994783273973,95.40169405806688,1342900,0.0,0.0
2019-11-22 00:00:00-05:00,94.8302001953125,95.34358006825057,94.28775480961652,95.16922394252035,583900,0.0,0.0
2019-11-25 00:00:00-05:00,95.61482238769531,95.93447659452907,94.58806239137925,94.96583285757724,1150100,0.0,0.0
2019-11-26 00:00:00-05:00,96.14756774902344,96.16693736974278,95.15954711855707,95.66324593923208,1498100,0.0,0.0
2019-11-27 00:00:00-05:00,96.37035369873047,96.61251460879171,95.58575471498465,96.3122374451684,532900,0.0,0.0
2019-11-29 00:00:00-05:00,95.90541076660156,96.3025508239878,95.46951668586296,95.86666413341382,526200,0.0,0.0
2019-12-02 00:00:00-05:00,94.48149871826172,96.05070402878172,94.44275208699607,95.89571750371908,1153500,0.0,0.0
2019-12-03 00:00:00-05:00,93.8324966430664,94.22963662729897,92.84447615418517,93.49346551266478,1231700,0.0,0.0
2019-12-04 00:00:00-05:00,93.6678466796875,95.45015500375013,93.63878854992083,94.60743228969078,976000,0.0,0.0
2019-12-05 00:00:00-05:00,94.7542953491211,94.79309815985279,93.69693910910091,93.93945112551442,1088900,0.14,0.0
2019-12-06 00:00:00-05:00,95.5982437133789,95.99595958799341,95.52063808876349,95.72434730271917,1074800,0.0,0.0
2019-12-09 00:00:00-05:00,95.38481903076172,96.02504684495102,95.16170474042262,95.42362183781542,556400,0.0,0.0
2019-12-10 00:00:00-05:00,95.14232635498047,95.44303891960477,94.73490789951265,95.38483839764658,742100,0.0,0.0
2019-12-11 00:00:00-05:00,95.71463775634766,95.75344056582037,94.75429227475544,95.60793188051751,822900,0.0,0.0
2019-12-12 00:00:00-05:00,96.32575988769531,96.84957924340958,95.30720662750808,95.83103338410052,761000,0.0,0.0
2019-12-13 00:00:00-05:00,95.60794067382812,96.48098546506232,94.80280635607645,95.86985781163831,851500,0.0,0.0
2019-12-16 00:00:00-05:00,96.2869873046875,96.81081422569179,96.03477269808236,96.41309090754982,870100,0.0,0.0
2019-12-17 00:00:00-05:00,96.22876739501953,97.06300934299331,96.05415844309758,96.62649066362825,1142500,0.0,0.0
2019-12-18 00:00:00-05:00,95.9959487915039,96.69438453273142,95.7534367925154,96.57797610890054,874900,0.0,0.0
2019-12-19 00:00:00-05:00,96.57797241210938,96.77198644440108,95.42362037370778,95.56912164682831,906300,0.0,0.0
2019-12-20 00:00:00-05:00,96.7913818359375,97.57711829554039,96.53916730042015,97.32491116090144,1536900,0.0,0.0
2019-12-23 00:00:00-05:00,97.14060974121094,97.33461638807573,96.37427090460042,97.10180693166214,466300,0.0,0.0
2019-12-24 00:00:00-05:00,96.72346496582031,97.14058581463034,96.4712504663154,97.09208046442184,180500,0.0,0.0
2019-12-26 00:00:00-05:00,97.07271575927734,97.14061883212266,96.25787888513366,97.14061883212266,621000,0.0,0.0
2019-12-27 00:00:00-05:00,96.956298828125,97.85844380313249,96.62648604629909,97.3346169723979,339400,0.0,0.0
2019-12-30 00:00:00-05:00,96.93689727783203,97.20850953464911,96.5391740440078,97.11150621448286,460900,0.0,0.0
2019-12-31 00:00:00-05:00,96.75257110595703,97.42190649502157,96.57796219580446,96.88837721375596,641100,0.0,0.0
2020-01-02 00:00:00-05:00,97.78083801269531,97.78083801269531,96.46157218579181,97.15030535410665,1108200,0.0,0.0
2020-01-03 00:00:00-05:00,97.9166488647461,98.00394963355144,96.21906484088228,96.31606816207012,785500,0.0,0.0
2020-01-06 00:00:00-05:00,98.02334594726562,98.06214135155825,96.89808679994228,97.30550515292003,1157800,0.0,0.0
2020-01-07 00:00:00-05:00,98.58598327636719,98.73149196790885,97.30552011238365,97.48983161506172,1265600,0.0,0.0
2020-01-08 00:00:00-05:00,98.80909729003906,99.2456159624586,97.97485535533909,98.4986822027702,874000,0.0,0.0
2020-01-09 00:00:00-05:00,98.32405853271484,98.91578836061575,97.94574043302454,98.7702796913014,764200,0.0,0.0
2020-01-10 00:00:00-05:00,97.74202728271484,98.56656650747074,97.57711351706122,98.56656650747074,840700,0.0,0.0
2020-01-13 00:00:00-05:00,97.80995178222656,97.9748581831554,96.98541237670267,97.37342569632825,1181900,0.0,0.0
2020-01-14 00:00:00-05:00,97.81964874267578,98.55688738517475,97.37342749615476,97.70324770498844,1007400,0.0,0.0
2020-01-15 00:00:00-05:00,97.64503479003906,98.94489555172814,97.3831176867335,97.81963632440427,756600,0.0,0.0
2020-01-16 00:00:00-05:00,97.18911743164062,97.75173968137842,96.84959469017484,97.1600171740017,1642600,0.0,0.0
2020-01-17 00:00:00-05:00,98.73149871826172,99.01281356757478,97.18912572475348,97.4607380203992,1532600,0.0,0.0
2020-01-21 00:00:00-05:00,98.2270736694336,98.93520464508657,97.85845065115092,98.3240770002365,1176100,0.0,0.0
2020-01-22 00:00:00-05:00,97.2667007446289,99.23590421998895,97.2279053409757,98.73147516195841,1143500,0.0,0.0
2020-01-23 00:00:00-05:00,97.7614517211914,97.90696042438587,96.31608204478785,96.85930664244178,1012000,0.0,0.0
2020-01-24 00:00:00-05:00,96.58767700195312,98.19796019999771,96.22875658529917,98.1300571374825,826700,0.0,0.0
2020-01-27 00:00:00-05:00,94.8512954711914,95.7922432472289,94.2304653222164,94.71548933865807,1301500,0.0,0.0
2020-01-28 00:00:00-05:00,96.35487365722656,96.97570381119317,94.85129623381664,95.18111641610597,1120200,0.0,0.0
2020-01-29 00:00:00-05:00,96.64588165283203,97.32491970795351,96.25786836519583,97.0145046373171,939200,0.0,0.0
2020-01-30 00:00:00-05:00,96.35487365722656,96.48097723819879,95.04531028248071,95.67583558822112,1232700,0.0,0.0
2020-01-31 00:00:00-05:00,94.24017333984375,95.69524547354938,93.64844341339976,95.69524547354938,1285800,0.0,0.0
2020-02-03 00:00:00-05:00,94.7930908203125,95.86984468188905,94.37596988834248,94.70578265270635,1316900,0.0,0.0
2020-02-04 00:00:00-05:00,96.14147186279297,97.07271719020441,95.99596316144243,96.26757545682744,1633600,0.0,0.0
2020-02-05 00:00:00-05:00,97.03392028808594,98.43079206474523,93.80365800500154,95.06472362569457,2023400,0.0,0.0
2020-02-06 00:00:00-05:00,95.72433471679688,97.34431306302895,94.71548393208025,97.34431306302895,1755200,0.0,0.0
2020-02-07 00:00:00-05:00,95.35572814941406,96.91750613267862,95.13261383714223,95.40422611233964,1711000,0.0,0.0
2020-02-10 00:00:00-05:00,95.646728515625,95.65643106758664,94.68638309602679,95.13260427483887,1407900,0.0,0.0
2020-02-11 00:00:00-05:00,97.15032196044922,97.85845295275726,95.83105590803763,96.03476512777884,1179800,0.0,0.0
2020-02-12 00:00:00-05:00,98.72179412841797,98.94490845288513,97.64504752171072,97.97486033079802,1049300,0.0,0.0
2020-02-13 00:00:00-05:00,98.40167999267578,98.77999815330172,97.92635110296253,98.14946541863196,1025900,0.0,0.0
2020-02-14 00:00:00-05:00,98.3046646118164,98.73148811678874,97.53833317462218,98.5956819835483,776800,0.0,0.0
2020-02-18 00:00:00-05:00,97.46072387695312,98.64418362270649,97.169706516205,97.97484813351312,1757200,0.0,0.0
2020-02-19 00:00:00-05:00,97.16970825195312,97.91664937080584,97.13090544310164,97.91664937080584,901500,0.0,0.0
2020-02-20 00:00:00-05:00,97.538330078125,98.1203574022323,96.10265577117332,96.78168641581867,1437200,0.0,0.0
2020-02-21 00:00:00-05:00,96.36457061767578,97.14061202513925,95.86014888344008,96.90780256325195,3049900,0.0,0.0
2020-02-24 00:00:00-05:00,92.5037841796875,93.59024067808684,91.51433100772681,93.4156317301455,2305600,0.0,0.0
2020-02-25 00:00:00-05:00,89.00188446044922,93.21188830375945,88.82727556274784,92.94027610753005,1668500,0.0,0.0
2020-02-26 00:00:00-05:00,88.38107299804688,90.71888480647061,88.32287248690368,89.42872660389729,1677800,0.0,0.0
2020-02-27 00:00:00-05:00,84.74339294433594,88.7302907727594,84.72398784005618,86.625288412015,1974500,0.0,0.0
2020-02-28 00:00:00-05:00,83.42414093017578,83.42414093017578,80.74680596296093,81.96906870464946,2982200,0.0,0.0
2020-03-02 00:00:00-05:00,87.3237075805664,87.72143076688201,83.49202138510822,83.93824252527432,3211400,0.0,0.0
2020-03-03 00:00:00-05:00,84.70458984375,89.16680909929356,84.18076304319054,87.31402129444099,2258400,0.0,0.0
2020-03-04 00:00:00-05:00,88.28408813476562,88.54599789054043,85.00532050520894,86.1499776692122,1634700,0.0,0.0
2020-03-05 00:00:00-05:00,86.40216827392578,87.22670752895239,85.16050811564406,85.90744176055848,1935800,0.0,0.0
2020-03-06 00:00:00-05:00,85.86866760253906,86.23729067311082,83.28834311294077,83.43385183022536,2763900,0.0,0.0
2020-03-09 00:00:00-04:00,73.97586822509766,82.19217659930723,72.49169585542428,77.59414339807348,3613200,0.0,0.0
2020-03-10 00:00:00-04:00,79.79615020751953,79.84464816678268,75.07201380361182,76.41067737351227,3053900,0.0,0.0
2020-03-11 00:00:00-04:00,74.93621826171875,77.79785729323824,74.16017679509655,77.03152578107073,2216300,0.0,0.0
2020-03-12 00:00:00-04:00,65.6506118774414,72.622106119572,64.90193365951859,68.80091332424006,3500000,0.18,0.0
2020-03-13 00:00:00-04:00,72.53458404541016,72.63181390967169,65.60199161109533,69.51068853244875,2459700,0.0,0.0
2020-03-16 00:00:00-04:00,60.80849838256836,65.34920148371594,59.88479964558449,64.01712907277737,2898600,0.0,0.0
2020-03-17 00:00:00-04:00,64.07547760009766,64.92138581485924,58.5819034296964,62.26697343188535,3188200,0.0,0.0
2020-03-18 00:00:00-04:00,63.8323974609375,65.45615959957406,53.302238050201545,58.873595243344006,3772000,0.0,0.0
2020-03-19 00:00:00-04:00,67.09938049316406,68.26615413942172,60.127888298634865,63.01565789493041,3338000,0.0,0.0
2020-03-20 00:00:00-04:00,61.61552047729492,68.75230345548702,61.35299532320587,68.75230345548702,3217800,0.0,0.0
2020-03-23 00:00:00-04:00,56.5983772277832,61.15853066452741,55.120460020293336,60.769603717105035,2527100,0.0,0.0
2020-03-24 00:00:00-04:00,66.05899810791016,67.53691173405332,59.45698689929465,60.293173603084234,3162900,0.0,0.0
2020-03-25 00:00:00-04:00,69.03425598144531,72.42762789556029,63.78376178936475,66.26316409117483,3310200,0.0,0.0
2020-03-26 00:00:00-04:00,70.40523529052734,72.37903082246525,67.78970918583245,70.36634185416348,2367500,0.0,0.0
